composition,Mean VEC,electronegativity_difference,Atomic_Radius_Difference,Calculated_Youngs_Modulus,Mixing_Enthalpy,Mixing_Entropy,Work_Function,Shear_Modulus_G,MOd_Missmatch,shear_modulus_difference,melting_Temp,cohesive_enrg,Ionization_enrg,Pauling_electronegativity
Fe1 Mn1 Mo1,7.0,0.3133,8.3333,246.0,1.3333,9.1339,1.1633,79.0,-0.0871,0.1937,2075.3333,4.6733,7.4783,0.1243
C1 Mo1,5.0,0.195,34.5,689.5,-67.0,5.7628,2.655,145.0,-0.0138,0.0297,3405.5,7.095,9.1795,0.076
Cr1 Zn1,9.0,0.005,3.0,193.5,5.0,5.7628,1.48,79.0,-0.0873,0.2077,1436.34,2.725,8.0805,0.0001
Al0.11 Co1.04 Fe0.79,8.2526,0.2343,7.0103,201.933,-4.1993,7.1734,1.1504,75.0892,-0.0186,0.0274,1738.1916,4.2868,7.7821,0.0078
Co1 Fe1 Mn1 Nb1 Ti1,6.6,0.2,12.8,167.8,-16.32,13.3809,1.496,54.8,-0.0603,0.1291,1957.8,4.802,7.3608,0.0422
C1 Fe1 Mo1 Nb1 Ni1 Ti1 V1 Zr1,5.75,0.7312,60.75,279.125,-50.3125,17.2885,1.7825,77.5,-0.1356,0.3219,2419.0,5.8962,7.6085,0.2649
Co0.77 Fe0.6 Li0.4 Mn1.24 Re0.38 Ta1.19,7.7948,0.6284,17.5175,204.0895,-1.7533,14.0459,1.2082,65.8908,-0.1608,0.3879,2127.1834,4.9917,7.5476,0.1287
Al1 Cu1 Li1 Mn1 Zr1,5.2,0.494,23.0,100.6,-9.76,13.3809,1.514,29.36,-0.132,0.2427,1278.378,3.586,6.6344,0.1882
Hf0.15 Ni0.2 Ta0.72 Ti0.84 W1.8,8.3666,0.6403,18.1698,278.372,-9.0761,10.7462,1.8182,106.7763,-0.1358,0.2531,3065.159,7.4709,7.5804,0.352
Al1.88 Co1.0 Cr1.61 Fe0.53 Ni0.88,6.3288,0.1761,5.5288,182.6475,-15.1702,12.6368,1.6521,71.1753,-0.104,0.2334,1612.4057,3.9802,6.9391,0.0309
Co1.09 Y1.54,5.4867,0.3865,31.0342,124.0951,-21.3559,5.6405,1.5219,55.0913,-0.0389,0.0924,1786.1521,4.431,6.9066,0.2114
C0.51 Cr1.36 Fe0.1 Ti1.86,4.8146,0.8253,59.4517,300.7311,-46.1554,8.9965,2.3476,86.9817,-0.1001,0.2768,2285.329,4.9044,7.4245,0.2181
Au1 Cr1 Hf1 Ni1 Pd1,7.8,0.622,20.2,164.4,-33.44,13.3809,1.16,58.4,-0.1388,0.3233,1915.876,4.45,7.759,0.366
Cr1 Cu1 Mo1 Nb1 V1,6.6,0.37,11.0,194.2,3.68,13.3809,1.106,75.66,-0.0976,0.2106,2273.354,5.458,7.0194,0.091
Al1 Co1 Cu1 Fe1 Hf1 Ni1,8.1667,0.4383,29.0,160.6667,-20.7778,14.8967,1.5017,56.2667,-0.0806,0.1608,1684.04,4.33,7.3267,0.0976
Cr1 Fe1 Mo1 Ni1 V1 W1,7.5,0.435,7.6667,259.6667,-5.4444,14.8967,1.1417,101.8333,-0.0532,0.1137,2415.5,5.6417,7.3363,0.137
Al0.62 Fe0.46 Mn0.44 Ni1.72 V1.69 W1.9,7.7994,0.4499,12.4305,229.6925,-10.7223,13.5098,1.3242,88.1956,-0.1399,0.2938,2307.7747,5.6892,7.3353,0.1854
Al1 Cr1 Cu1 Mo1 Ni1 V1,6.8333,0.3483,10.5,189.3333,-5.3333,14.8967,1.3967,73.7667,-0.1039,0.2152,1879.7067,4.5867,6.994,0.0785
Al1 Fe1 Mo1,5.6667,0.2933,11.3333,203.3333,-8.0,9.1339,1.8167,76.1,-0.1155,0.2557,1880.1567,4.82,6.9957,0.1022
Cu1 Ti1 Zr1,6.3333,0.31,17.0,113.3333,-14.2222,9.1339,1.84,41.7667,-0.0108,0.0238,1808.9233,4.9567,7.0627,0.1108
Co1.84 Cr0.5 Cu0.57 Nb1.75 Ti0.53,7.0713,0.1919,12.0539,162.5029,-15.9822,11.9323,1.3181,60.2796,-0.0647,0.1584,2111.4218,5.3824,7.2708,0.042
Al0.27 Cr0.49 Cu1.93 Mn1.36 Pd1.0 Si1.27 Zr0.25,7.6986,0.4917,33.0122,145.5373,-33.1244,14.4603,1.78,48.1294,-0.059,0.1728,1599.5606,3.8091,7.6561,0.1061
Cr1.12 Nb1.63 Ta1.8,6.8286,0.0848,13.5692,179.8747,-5.1957,8.9764,1.3204,69.2176,-0.0749,0.1806,2823.3187,6.9255,7.2084,0.0085
B1 Cu1 Fe1 V1 Zr1,6.2,0.416,41.6,202.6,-28.8,13.3809,1.484,78.06,-0.1527,0.3882,1965.754,5.068,7.4612,0.1215
Au1 Cr1 Fe1 Ni1 Ti1,6.6,0.644,13.2,176.8,-16.16,13.3809,1.432,68.8,-0.0949,0.1996,1799.466,4.294,7.6726,0.2407
Au1 Ba1,3.5,0.825,54.5,45.5,-60.0,5.7628,1.515,16.0,-0.1883,0.4727,1168.665,2.61,7.219,1.3612
Al1 Nb1 Ni1 Ti1,5.5,0.245,15.75,122.75,-33.25,11.5257,2.13,46.075,-0.0707,0.1597,1838.1175,5.055,6.8032,0.0414
Co1.18 Cr1.74 Fe0.87 Re1.01 Ti0.46,7.789,0.2331,16.6141,273.1255,-7.8964,12.7105,1.2429,106.4563,-0.0696,0.1473,2251.2281,4.9901,7.4237,0.0303
Cr1.47 Fe0.68,6.6326,0.1162,1.3674,257.493,-0.865,5.1882,0.9611,104.5628,-0.0107,0.0215,2063.293,4.1569,7.126,0.0125
Cu1 Fe1 Mn1 Mo1 Ni1 Ti1 V1,7.2857,0.3714,14.8571,187.4286,-5.7143,16.1783,1.3686,66.0429,-0.0742,0.1674,1919.3957,4.5871,7.3393,0.0888
Co1 Cu1 Mo1 Ni1 Pd1,9.2,0.19,8.0,197.8,-2.08,13.3809,1.108,72.66,-0.0622,0.1391,1915.564,4.606,7.7366,0.039
Au1 Fe1 Mn1 Mo1 Ti1 V1,5.8333,0.665,10.8333,176.6667,-11.3333,14.8967,1.4033,60.8333,-0.1179,0.2729,1947.8883,4.6633,7.5392,0.2678
Fe1.85 Ti0.89,6.7007,0.1958,14.1788,180.1423,-14.9132,5.2415,1.6931,69.6569,-0.0325,0.0653,1853.2263,4.4651,7.5531,0.0369
Au1.84 Co1.51 Cr0.83 Fe1.81 Ni0.56 V1.78 Zr0.85,6.5523,0.655,25.7985,162.5632,-16.5747,15.5097,1.0433,63.0577,-0.0833,0.176,1838.7688,4.6034,7.7038,0.2647
Fe1.28 Ni0.5,8.5618,0.0575,1.4382,207.9101,-1.616,4.9369,1.0809,80.3146,-0.0006,0.0011,1787.6854,4.3249,7.8284,0.0026
Al1 Mo1 Nb1 Ni1 Re1 Ti1 V1,6.2857,0.3957,17.0,201.5714,-22.0408,16.1783,1.7443,77.0429,-0.175,0.4244,2270.0671,5.75,6.9911,0.0901
Cu1.33 Zr1.6,7.1775,0.3113,17.4744,110.3413,-22.8047,5.7275,1.2676,39.9451,-0.0164,0.0364,1778.3734,5.1501,7.1297,0.1611
Al1.39 Cr0.37 Fe1.12 Mn1.21 Ni0.56,6.3269,0.2225,5.7871,169.5548,-14.6132,12.5581,1.6388,55.023,-0.1174,0.2859,1492.0674,3.656,7.0856,0.0353
Co1 Cu1 Li1 Mn1 Mo1 Ni1 Pd1,7.7143,0.8171,18.5714,171.1429,-0.6531,16.1783,1.0871,57.5,-0.1771,0.353,1650.0671,3.94,7.3584,0.3008
Ag1 Al1 Cu1 Nb1 Ni1 Si1,7.3333,0.2083,17.6667,115.8333,-21.0,14.8967,2.0033,44.2667,-0.0599,0.1358,1615.195,4.4067,7.3063,0.0416
Al1 Co1 Li1 Mo1 Nb1 Ni1 Si1 Ta1,5.875,0.7125,21.625,152.125,-20.9375,17.2885,1.8775,56.9375,-0.1771,0.3466,1938.265,5.1175,7.0998,0.226
Ag1 Fe1 Mo1 Nb1 Ti1,6.8,0.348,14.6,168.8,5.76,13.3809,1.56,62.8,-0.1244,0.2883,2126.586,5.294,7.2328,0.1017
Co1 Fe1 Ta1,8.6667,0.2367,13.6667,202.0,-17.7778,9.1339,1.2167,75.3333,-0.0025,0.005,2289.6667,5.59,7.891,0.0568
Al0.9 Co0.64 Fe1.21 Ni0.82 Ti0.71 V1.39 Zr1.21,5.9549,0.3271,25.6148,143.9084,-29.3352,15.8742,1.5691,55.7573,-0.0678,0.1362,1826.6385,4.8516,7.0508,0.0763
Cr1 Pd1,8.0,0.27,5.5,200.0,-15.0,5.7628,0.94,79.5,-0.0841,0.1994,2004.025,3.995,7.552,0.1458
Co0.75 Mn0.87,7.9259,0.1772,1.0741,203.0926,-4.9726,5.74,1.0407,53.5185,-0.0584,0.1389,1634.2778,3.6006,7.6409,0.0542
Al1.51 Au0.29 Co1.41 Mo1.27 Sn0.36 Ta0.31,5.9262,0.6502,30.6796,177.9612,-11.9071,13.1093,1.9357,64.7695,-0.1613,0.3454,1780.562,4.79,7.1713,0.1486
V1 Y1,4.0,0.205,22.0,96.0,17.0,5.7628,1.385,49.0,-0.0124,0.0267,1991.0,4.885,6.4815,0.084
Au0.18 Co0.17 Mo1.59,6.1701,0.3693,13.2371,295.1959,-0.2962,4.9634,1.3223,107.4278,-0.0492,0.0712,2652.5358,6.3269,7.3649,0.0403
Cr0.78 Fe1.06 Ni0.19 Ta1.22 Zr0.58,7.4047,0.2915,22.1723,198.6214,-16.1223,12.2954,1.2613,76.8616,-0.0528,0.104,2401.154,5.8088,7.462,0.068
Ag1 Cr1 Fe1 Mo1 Si1,7.0,0.264,18.8,201.8,-6.08,13.3809,1.778,78.8,-0.1013,0.2065,1961.786,4.556,7.499,0.0524
Co1 Fe1 Sc1 Si1,6.0,0.3825,31.0,150.25,-47.25,11.5257,2.5225,58.25,-0.0645,0.1346,1770.0,4.1425,7.624,0.0988
Cr0.35 Fe1.86 Ni0.59,8.1714,0.1656,2.1714,217.1821,-2.1894,7.1483,1.0569,84.8607,-0.0085,0.0188,1839.6357,4.2912,7.7049,0.0099
Al0.18 Cr0.63 Cu1.1 Mn1.92 Ti1.4 Zr0.43,6.5689,0.287,25.5265,161.5459,-8.4572,13.14,1.6113,48.2869,-0.0851,0.2543,1693.2671,3.9278,7.1598,0.05
Au0.24 Cr1.46 Ni0.13 W1.56 Y1.5,6.4131,0.7418,30.4744,243.1943,8.8017,11.0763,1.3844,101.6196,-0.1229,0.2514,2493.0673,5.736,7.0921,0.4726
Co1 Cr1 Cu1 Ni1 Ta1,9.0,0.27,15.8,200.8,-7.52,13.3809,1.136,76.66,-0.0368,0.0795,2064.754,4.904,7.5808,0.0534
Co1 Cu1 Li1 Ni1 Ti1,7.0,0.662,16.8,133.2,-3.84,13.3809,1.448,49.5,-0.1571,0.2805,1449.684,3.76,7.0934,0.2575
Co1 Cr1 Fe1 Nb1 Ni1 Zr1,7.0,0.3717,25.1667,183.0,-24.0,14.8967,1.1617,69.8333,-0.076,0.158,2060.8333,5.2183,7.2638,0.0806
Co1 Cr1 Mn1 Nb1 V1,6.4,0.216,14.0,183.8,-9.76,13.3809,1.044,64.0,-0.0916,0.2094,2080.0,4.858,7.1174,0.026
Cr1 Cu1 Fe1 Mn1 Re1 Ti1 V1 Zr1,7.0,0.3375,24.125,202.375,-9.8125,17.2885,1.355,74.0375,-0.1585,0.4016,2072.3462,4.9225,7.2396,0.07
Co1 Fe1 Mn1 Pd1 V1,7.8,0.382,8.8,173.4,-14.56,13.3809,0.998,58.6,-0.0445,0.0926,1821.81,4.158,7.66,0.1028
Ag0.35 Al1.85 Co1.55 Cr1.03 Fe0.44,6.3314,0.19,20.4636,165.2701,-10.0189,11.9563,1.7104,63.2059,-0.1222,0.2896,1521.4148,3.8619,6.9709,0.0324
Al1 Cr1 Mn1 Ni1,6.5,0.2275,6.25,186.75,-16.0,11.5257,1.535,63.075,-0.1388,0.3144,1590.1175,3.705,6.9568,0.0375
Fe1 Nb1 V1,6.0,0.1433,10.6667,148.0,-10.6667,9.1339,1.09,59.0,-0.0429,0.0933,2248.0,5.72,7.1357,0.0208
Ag1 Cr1 Fe1 Mo1,7.75,0.265,10.5,225.5,22.25,11.5257,1.0925,86.75,-0.0857,0.171,2030.4825,4.5375,7.336,0.0655
Cr0.7 Cu1.72 Fe0.66 Mn0.61 Ni0.89 Zn1.06,9.6259,0.2288,5.8457,172.2376,3.2695,14.2858,1.222,62.4585,-0.0688,0.1615,1463.719,3.3442,7.8959,0.0361
Ag1 Y1,7.0,0.355,16.5,73.5,-29.0,5.7628,1.44,35.5,-0.0112,0.024,1516.965,3.705,6.8965,0.252
Be0.48 Cr0.42 Fe1.14 Mn0.55 Nb0.68,6.0703,0.1549,22.5015,206.6606,-11.3403,12.7954,1.2289,76.5229,-0.0993,0.2136,1967.7034,4.5772,7.6483,0.0276
Fe1 Mn1 Y1,6.0,0.3133,34.3333,157.6667,-0.8889,9.1339,1.3233,52.6667,-0.0702,0.1573,1709.6667,3.8867,7.1843,0.1243
C1 Y1,3.5,0.665,54.0,557.0,-117.0,5.7628,2.895,105.5,-0.1513,0.3738,2857.0,5.915,8.7385,0.8844
Al1 Cr1 Fe1 Hf1 Ni1 Ti1,6.5,0.3417,25.3333,170.0,-28.1111,14.8967,1.8217,62.2167,-0.1203,0.2595,1849.9117,4.5083,6.9913,0.0786
Al1 Mn1 Nb1 Re1 V1,6.2,0.242,14.4,192.8,-17.28,13.3809,1.536,66.86,-0.2472,0.7133,2168.894,5.412,6.961,0.0307
Ag0.93 Fe1.57 Nb0.82 Ni0.65 Re1.51 Sn1.47,8.0403,0.2664,21.2806,201.0345,8.8863,14.46,1.7804,76.6101,-0.2449,0.585,1918.7788,5.0505,7.5762,0.023
Al0.38 Cr0.48,4.6744,0.0279,5.5814,186.6512,-9.8648,5.7065,1.8435,75.807,-0.1472,0.3376,1629.2077,3.773,6.4219,0.0012
Co1.75 Cr1.46 Mn0.38 Mo1.4 N1.58 Zn1.78,7.7641,0.9961,53.5281,236.5473,-58.8781,14.2747,2.0102,74.2743,-0.0967,0.2069,1466.0081,4.1264,9.1162,0.5312
Be1 Fe1 Hf1 Mo1 Ti1,5.6,0.48,30.2,217.4,-20.16,13.3809,1.846,81.6,-0.1178,0.243,2142.8,5.066,7.5952,0.1716
Au1 Cr1 V1,5.3333,0.5967,8.6667,161.6667,-9.3333,9.1339,0.94,66.3333,-0.1313,0.3032,1900.11,4.4033,7.5797,0.3563
Al1.75 Co1.84,6.0752,0.1384,3.5877,141.2423,-18.9881,5.7602,1.9952,51.2604,-0.0954,0.2255,1361.1957,3.8879,6.9573,0.0364
Hf1 Li1,4.5,0.16,3.5,77.5,30.0,5.7628,1.39,17.1,-0.224,0.5691,1479.825,3.825,6.1085,0.0512
Pd1 Ta1,9.5,0.35,3.5,153.5,-52.0,5.7628,1.265,56.5,-0.0222,0.0489,2559.025,5.995,8.1135,0.245
Cr1.5 Cu0.66 Fe1.7 Hf1.55 Pd1.73 Si1.65,7.5267,0.4987,26.9465,167.4721,-47.3853,14.5814,1.7829,61.8826,-0.0979,0.2239,1942.5716,4.4857,7.6375,0.1634
Co0.11 Cu0.66 Sc0.98,6.3943,0.3037,21.8514,103.6057,-23.9303,7.2031,2.3963,39.1703,-0.0398,0.1108,1639.0447,3.4234,7.0839,0.1422
Fe0.17 Ni1.16 V1.27,7.4269,0.142,5.0154,165.55,-16.8185,7.3862,1.0258,67.1115,-0.0096,0.0221,1955.6769,4.8545,7.2204,0.0371
Al1 Co1 Nb1 Ni1 V1 W1,7.0,0.5283,15.0,187.1667,-19.7778,14.8967,1.475,72.2167,-0.147,0.3648,2176.245,5.6617,7.146,0.1437
Al0.92 Mn0.29 Ni0.61 Ti1.25 W1.59,6.8219,0.4773,16.2897,223.6717,-18.0353,12.2975,2.1121,84.0549,-0.2117,0.4624,2286.4125,5.7639,7.1593,0.2618
Cr0.32 Ni1.19 Pd0.48 Re1.2 W0.86,9.9802,0.3572,9.1309,319.6099,-2.3395,12.4929,1.2458,123.5605,-0.0872,0.1701,2706.1442,6.3202,7.7723,0.0929
Al1.45 Co1.45 Hf0.32 Re0.74 Si1.8,6.1285,0.4886,36.7066,171.1545,-38.9796,12.3227,2.7072,64.7231,-0.177,0.528,1790.8527,4.7472,7.4295,0.0577
Cu1 Nb1,8.0,0.15,9.0,117.5,3.0,5.7628,1.16,43.15,-0.0067,0.0142,2053.885,5.53,7.2425,0.045
Co1 Cr1 Ni1 Sn1 Ti1,6.6,0.25,24.8,170.8,-15.36,13.3809,2.022,65.6,-0.1212,0.2495,1624.416,4.184,7.292,0.0523
Cu1.77 Ni0.15 Ti0.98,8.5828,0.2389,12.7862,128.8897,-9.3671,6.8272,1.6943,48.2797,-0.0078,0.0197,1574.0113,3.9987,7.4181,0.0583
Al1 Co1 Ni1,7.3333,0.19,4.3333,159.6667,-18.2222,9.1339,1.7333,59.1,-0.0709,0.1541,1476.49,4.0633,7.169,0.0364
C1 Fe1 Mn1 Ni1 Ti1,6.6,0.674,48.8,355.0,-53.44,13.3809,2.042,81.4,-0.1407,0.345,2182.8,4.772,8.2128,0.2707
Nb1 W1,7.5,0.38,3.5,258.0,-8.0,5.7628,1.375,99.5,-0.1544,0.382,3222.5,8.235,7.3115,0.2888
Fe1 Mo1 Nb1 Ni1 Si1,6.6,0.28,18.2,190.4,-36.64,13.3809,1.888,72.6,-0.0729,0.1593,2174.4,5.548,7.5102,0.0642
Al0.82 Cu1.47 Ni1.87 Re0.81 W1.87,9.4942,0.3837,11.7807,258.2018,3.0265,12.8575,1.4496,99.406,-0.1528,0.3158,2295.9309,5.7354,7.5499,0.1183
Cr1.94 Cu1.54 Hf0.15 Ni1.4 V1.18,8.0,0.4615,30.0129,192.2866,-1.6062,12.0601,1.0104,76.5929,-0.0654,0.1338,1882.6418,4.3017,7.199,0.0428
C1 Co1,6.5,0.335,27.5,629.5,-42.0,5.7628,2.475,122.5,-0.0645,0.1504,2841.5,5.88,9.5705,0.2244
B1 Cr1 Cu1 Nb1 Ti1 V1,5.6667,0.3117,43.0,201.3333,-21.2222,14.8967,1.6917,78.7167,-0.1528,0.3741,2126.795,5.175,7.1873,0.0643
Co1.57 V0.23,8.4889,0.2181,7.85,198.65,-6.2412,3.1771,1.0134,72.7,-0.0037,0.0068,1821.0278,4.5076,7.736,0.0139
Al0.6 Ni0.29,5.2809,0.2022,4.0449,112.3596,-19.3309,5.2478,2.4072,42.4944,-0.1052,0.3005,1192.3618,3.7119,6.5249,0.0395
Cr1.08 Ti0.26,5.6119,0.0967,15.3134,247.3731,-4.3787,4.0906,1.3294,101.2239,-0.0444,0.0769,2133.6269,4.2455,6.7788,0.0045
Li1 N1 Ta1 Ti1 W1 Y1,5.3333,1.2667,72.8333,181.3333,-72.1111,14.8967,2.295,59.8667,-0.2621,0.6702,1873.6333,5.4717,8.1208,1.0044
Fe1.15 Ti0.31,7.1507,0.2284,16.5411,190.8288,-11.3727,4.2986,1.4704,73.9315,-0.0239,0.0442,1838.6027,4.401,7.674,0.0281
Al1 Au1 Co1,5.6667,0.53,15.0,119.0,-15.1111,9.1339,1.68,42.7667,-0.1201,0.2841,1346.2667,3.85,7.6977,0.3052
Be1 Co1 Cr1 Mo1 Ni1 Zr1,6.1667,0.4217,29.8333,233.0,-21.7778,14.8967,1.3317,91.8333,-0.0716,0.1371,2043.3333,4.94,7.5572,0.1425
Cr1 Fe1 Hf1 Ni1,8.0,0.375,24.75,208.5,-20.5,11.5257,1.2225,75.75,-0.0769,0.16,2056.25,4.71,7.2835,0.11
Cu1 Fe1 Ni1 Ti1 V1,7.6,0.222,15.2,157.0,-10.88,13.3809,1.428,61.46,-0.0288,0.0599,1804.154,4.474,7.3684,0.0449
Au1 Sn1,4.5,0.29,9.0,64.0,-10.0,5.7628,2.485,22.5,-0.0183,0.04,921.205,3.47,8.285,0.1682
Al1 Co1 Mo1 Pd1 Re1 Si1 Ti1,6.7143,0.3443,19.8571,202.1429,-40.4082,16.1783,2.1914,76.3286,-0.1766,0.434,2073.2171,5.12,7.4517,0.1057
Al1 Fe1 Hf1 Si1 V1,5.6,0.354,29.4,132.0,-44.0,13.3809,2.248,48.46,-0.0782,0.173,1824.094,4.72,7.122,0.0877
B1 Cr1 Cu1 Fe1 Zr1,6.4,0.422,40.4,232.8,-26.24,13.3809,1.488,89.66,-0.1351,0.3004,1965.154,4.826,7.4654,0.119
Al1.22 Co0.27 Cr0.56 Mn1.57 Ni1.61 Re1.32 Sc0.54 V1.34,7.0439,0.3407,31.9526,208.0154,-17.3506,16.2787,1.5326,73.6709,-0.1895,0.478,1954.278,4.5816,7.1384,0.0588
Ba1 Ti1,3.0,0.325,53.0,64.5,57.0,5.7628,2.53,24.5,-0.2476,0.6335,1470.5,3.135,6.02,0.2112
Ag1.47 B0.8 Mo1.91 V0.27,7.0517,0.4003,45.9708,257.2944,11.2083,10.0387,1.5206,95.436,-0.1347,0.3033,2205.6892,5.254,7.4507,0.0406
Cr0.63 Fe0.84 N1.65 Nb1.89 Re0.59,6.1946,0.9429,51.1607,235.6482,-115.9776,12.4219,2.283,68.6018,-0.1497,0.4435,1828.0621,5.9312,9.3403,0.7633
Al1 Co1 Cr1 Mn1 Nb1 Pd1,6.6667,0.45,15.5,163.6667,-27.4444,14.8967,1.3817,55.55,-0.1256,0.3042,1829.7533,4.3717,7.194,0.1032
Al1.83 N0.87,3.6444,0.9692,35.9222,144.1111,-80.3694,5.2256,3.6029,30.7144,-0.0185,0.0435,653.0336,3.853,8.7404,0.8932
Y1 Zr1,3.5,0.055,9.0,79.0,9.0,5.7628,1.68,37.0,-0.0056,0.0117,1963.5,5.495,6.4255,0.0061
Al1.41 Co1.1 Mn1.31 Mo0.81 Ta1.07,6.6298,0.4542,16.3404,184.8228,-17.6648,13.2381,1.6769,59.0286,-0.1182,0.2852,1950.3408,4.8391,7.2001,0.1019
Cu1.55 Ni0.72 Pd0.24,10.6175,0.2684,11.0956,149.2191,-0.4724,7.3191,1.0421,55.8347,-0.0239,0.053,1508.9384,3.8008,7.7598,0.0153
Ni0.62 Re1.23 V1.06 W1.66,9.1094,0.3758,11.267,330.7287,-7.7124,11.0663,1.2624,129.9212,-0.0792,0.1541,3013.919,7.1931,7.5786,0.1652
Cr0.4 Ni1.86,9.292,0.2058,3.292,213.9823,-4.0786,3.881,1.1175,82.9027,-0.0132,0.0322,1808.0,4.3798,7.4855,0.0182
Al1 Co1 Cu1 Ta1 V1,7.4,0.204,15.8,144.6,-12.96,13.3809,1.502,55.12,-0.0485,0.0967,1906.448,4.93,7.2458,0.0501
Ba1.32 Co0.82 Cu1.07 Ni1.31 Ta1.38,8.0186,0.6899,94.1288,143.4441,8.4686,13.243,1.4035,53.3154,-0.1514,0.2688,1868.8905,4.4412,7.2044,0.3265
Cr1.88 Fe1.7 Zn0.41,7.4687,0.0986,6.2356,232.4561,0.8658,7.914,1.0905,93.5414,-0.0353,0.0613,1869.9496,3.8941,7.5205,0.0145
B1.69 Fe1.45,5.3089,0.113,22.0669,339.6338,-25.8481,5.7385,2.0888,129.3631,-0.0514,0.115,2100.5605,5.0604,8.1151,0.0219
Al1 Co1 Zn1 Zr1,7.0,0.2875,25.75,120.25,-34.25,11.5257,1.8925,44.325,-0.0774,0.1776,1380.5375,3.9075,7.4738,0.0763
Al0.5 Mn1.48 Nb0.54 Ti1.68 V1.28,5.0511,0.054,17.8175,135.6679,-10.9915,12.4916,1.8274,42.3996,-0.0253,0.0506,1871.3458,4.5683,6.8889,0.0028
Al1 Co1 Cr1 Li1 W1,5.8,0.718,19.6,196.0,8.64,13.3809,1.482,76.3,-0.2739,0.5624,1806.024,4.476,6.778,0.3984
Ag1.01 Ba1.13 Co0.24 Cr0.81 Fe0.63 Mo0.49 Ti1.67 V0.43,5.8034,0.7067,94.4009,143.1466,22.9435,16.1105,1.7311,55.468,-0.2151,0.4665,1764.0451,3.9594,6.8135,0.2791
Co1.36 Cr0.76 Cu1.03 Pd0.94 Ta0.72,9.1497,0.3552,14.0042,182.5031,-12.6083,13.1532,1.0733,68.6464,-0.0517,0.1185,1984.8129,4.6091,7.7623,0.0975
Co1.52 Fe1.88 Hf1.36,8.3193,0.3945,23.8908,191.2185,-22.7566,9.057,1.2465,64.9076,-0.0573,0.1177,1995.8403,4.8123,7.5876,0.1254
Al1 Co1 Fe1 Mn1 Ta1 Ti1,6.6667,0.2283,15.5,165.0,-22.1111,14.8967,1.79,55.2167,-0.0719,0.1459,1877.0783,4.65,7.3202,0.0438
Al0.56 Co0.39 Fe0.32 Mn1.34 Mo1.17 Ni0.75,6.9868,0.3372,10.7528,218.2075,-8.8663,13.8383,1.3966,69.43,-0.1211,0.2618,1878.9323,4.456,7.2741,0.117
Al1 Mo1 Ti1 V1,4.5,0.425,16.5,160.75,-14.25,11.5257,2.0825,61.825,-0.1359,0.3262,1988.3675,5.085,6.6648,0.1227
Al1 Co1 Nb1 Sc1 Sn1 Ta1 Ti1 W1,5.875,0.6338,25.125,152.625,-15.0,17.2885,2.3562,57.5375,-0.2071,0.5686,2087.0688,5.4475,7.1392,0.1823
Co1 Cr1 Fe1 Hf1 Ti1,7.0,0.342,22.0,191.8,-19.68,13.3809,1.558,69.2,-0.0877,0.1866,2041.2,4.728,7.2406,0.0879
Mo1.89 Ta0.88,6.9531,0.4503,4.7762,283.5704,-4.3353,5.1972,1.4472,103.7978,-0.0261,0.0523,3021.1697,7.2266,7.3503,0.1888
Al1.76 Co0.45 Mo1.06 Sn1.4,4.5589,0.2942,25.3683,136.1863,2.3431,10.733,2.7393,49.7726,-0.2449,0.6826,1330.9163,4.1787,6.8283,0.094
Al1 Fe1 Hf1 Li1 Ta1,5.8,0.464,22.2,124.4,-0.32,13.3809,1.682,42.3,-0.2249,0.4636,1798.824,4.678,6.799,0.1663
Co0.66 Cu1.48 Fe0.6 Mn1.75,8.7461,0.2013,1.902,178.9399,4.2845,10.674,1.0306,51.5443,-0.0477,0.1186,1541.4765,3.5057,7.6585,0.0527
Cr0.64 Fe0.31 Pd1.31 Ta1.88 W1.97,9.1718,0.4609,13.3421,255.6187,-21.4054,12.0166,1.2996,98.7807,-0.1058,0.2261,2915.8274,6.8425,7.8604,0.2787
Al1 Co1 Mn1 Ti1,5.75,0.235,17.75,148.25,-27.25,11.5257,2.03,45.075,-0.0731,0.1662,1540.3675,3.88,7.0322,0.0382
Co0.65 Cr1.54 Fe0.83 Mn1.27,7.1375,0.1863,1.8625,231.2587,-1.3122,11.073,1.0003,78.8718,-0.0795,0.1676,1850.5035,3.8294,7.3528,0.0307
Al1 Cr1 Hf1 Ti1 Zr1,5.0,0.188,24.4,140.6,-24.16,13.3809,2.042,49.66,-0.1643,0.4469,1937.694,4.972,6.608,0.043
Al1.49 Mo1.65 Ni1.87 Ti1.93 V1.32,5.7373,0.3854,14.8862,171.1852,-23.5396,13.3003,1.935,65.3108,-0.1063,0.238,1940.4746,4.9554,6.901,0.1098
Al1 Co1 Fe1 Si1 W1,6.8,0.444,15.2,201.6,-25.12,13.3809,2.208,78.26,-0.1457,0.3444,1978.894,5.112,7.5568,0.1199
Co1 Cr1 Cu1 Fe1 Mo1,8.0,0.274,9.8,231.6,5.92,13.3809,1.078,88.06,-0.0446,0.0911,2002.554,4.616,7.475,0.0518
B1 Ta1,6.0,0.27,30.5,318.0,-54.0,5.7628,2.275,119.5,-0.0758,0.1786,2819.5,6.915,8.094,0.1458
Cu0.84 Fe0.72 Ni0.88,9.7541,0.053,2.0328,179.1475,6.4176,9.1043,1.0725,68.2344,-0.0205,0.0461,1625.0356,4.0657,7.7469,0.0024
